timestamp_utc,request_date,channel_name,channel_id,demo_message_link,message_id,user_request,language,bot_response,non_response_category,session_info
2026-01-01T12:29:02,2026-01-01,Product Help Forum,demo_002,demo://message/85,msg_0000085,still broken,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-01T09:08:34,2026-01-01,Integration Help Desk,demo_004,demo://message/86,msg_0000086,it does not work,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-01T10:04:25,2026-01-01,Integration Help Desk,demo_004,demo://message/87,msg_0000087,it does not work,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-01T04:45:46,2026-01-01,API Support Chat,demo_003,demo://message/88,msg_0000088,why is this happening,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-01T20:05:09,2026-01-01,Integration Help Desk,demo_004,demo://message/89,msg_0000089,what exchange should I use,es,[Non-Response Category: out_of_scope],out_of_scope,{}
2026-01-01T04:04:23,2026-01-01,Developer Community,demo_001,demo://message/90,msg_0000090,what laptop should I buy,en,[Non-Response Category: out_of_scope],out_of_scope,{}
2026-01-01T13:26:33,2026-01-01,Developer Community,demo_001,demo://message/91,msg_0000091,can someone review my resume,de,[Non-Response Category: out_of_scope],out_of_scope,{}
2026-01-01T15:38:53,2026-01-01,Product Help Forum,demo_002,demo://message/92,msg_0000092,can this bot help me find a job,en,[Non-Response Category: out_of_scope],out_of_scope,{}
2026-01-01T13:16:35,2026-01-01,API Support Chat,demo_003,demo://message/93,msg_0000093,what laptop should I buy,en,[Non-Response Category: out_of_scope],out_of_scope,{}
2026-01-01T09:05:06,2026-01-01,Product Help Forum,demo_002,demo://message/94,msg_0000094,random repeated text,en,[Non-Response Category: noise_or_spam],noise_or_spam,{}
2026-01-01T20:23:05,2026-01-01,API Support Chat,demo_003,demo://message/95,msg_0000095,"John, this was already answered above",de,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T08:37:09,2026-01-01,Product Help Forum,demo_002,demo://message/96,msg_0000096,"Maria, I replied in the other thread",en,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T00:54:08,2026-01-01,Integration Help Desk,demo_004,demo://message/97,msg_0000097,"Maria, I replied in the other thread",en,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T09:02:07,2026-01-01,Integration Help Desk,demo_004,demo://message/98,msg_0000098,can someone from the community confirm,en,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T13:55:40,2026-01-01,Developer Community,demo_001,demo://message/99,msg_0000099,"Alex, did you try restarting the service",es,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T07:15:58,2026-01-01,Product Help Forum,demo_002,demo://message/100,msg_0000100,"John, this was already answered above",en,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T08:17:11,2026-01-01,API Support Chat,demo_003,demo://message/101,msg_0000101,"Maria, I replied in the other thread",en,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T14:30:27,2026-01-01,Product Help Forum,demo_002,demo://message/102,msg_0000102,can someone from the community confirm,en,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T10:09:45,2026-01-01,Developer Community,demo_001,demo://message/103,msg_0000103,can someone from the community confirm,de,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T19:31:22,2026-01-01,Integration Help Desk,demo_004,demo://message/104,msg_0000104,can someone from the community confirm,en,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T09:30:37,2026-01-01,Developer Community,demo_001,demo://message/105,msg_0000105,"Maria, I replied in the other thread",de,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T01:23:34,2026-01-01,API Support Chat,demo_003,demo://message/106,msg_0000106,"Alex, did you try restarting the service",de,[Non-Response Category: user_to_user],user_to_user,{}
2026-01-01T12:35:09,2026-01-01,Integration Help Desk,demo_004,demo://message/107,msg_0000107,is this still true,en,[Non-Response Category: missing_context],missing_context,{}
2026-01-01T22:04:17,2026-01-01,Integration Help Desk,demo_004,demo://message/108,msg_0000108,will that fix it,en,[Non-Response Category: missing_context],missing_context,{}
2026-01-01T20:59:34,2026-01-01,Integration Help Desk,demo_004,demo://message/109,msg_0000109,does that also apply here,en,[Non-Response Category: missing_context],missing_context,{}
2026-01-01T15:52:34,2026-01-01,Developer Community,demo_001,demo://message/110,msg_0000110,what about the second option,de,[Non-Response Category: missing_context],missing_context,{}
2026-01-01T13:15:39,2026-01-01,Product Help Forum,demo_002,demo://message/111,msg_0000111,how do I enable advanced logging,en,[Non-Response Category: knowledge_not_found],knowledge_not_found,{}
2026-01-01T22:41:18,2026-01-01,API Support Chat,demo_003,demo://message/112,msg_0000112,does the SDK support custom timeout settings,en,[Non-Response Category: knowledge_not_found],knowledge_not_found,{}
2026-01-01T18:27:49,2026-01-01,API Support Chat,demo_003,demo://message/113,msg_0000113,not sure how the bot classified this,es,[Non-Response Category: other],other,{}
2026-01-01T14:39:03,2026-01-01,API Support Chat,demo_003,demo://message/114,msg_0000114,this looks like an edge case,en,[Non-Response Category: other],other,{}
2026-01-01T06:59:04,2026-01-01,Product Help Forum,demo_002,demo://message/115,msg_0000115,this seems related but the bot ignored it,es,[Non-Response Category: other],other,{}
2026-01-01T22:24:36,2026-01-01,Product Help Forum,demo_002,demo://message/116,msg_0000116,the message is not spam but also not a clear question,en,[Non-Response Category: other],other,{}
2026-01-01T19:56:59,2026-01-01,Integration Help Desk,demo_004,demo://message/117,msg_0000117,the classification does not seem specific enough,en,[Non-Response Category: other],other,{}
2026-01-02T10:26:46,2026-01-02,API Support Chat,demo_003,demo://message/118,msg_0000118,appreciate the help,es,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T16:55:46,2026-01-02,API Support Chat,demo_003,demo://message/119,msg_0000119,thanks for confirming,es,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T18:36:40,2026-01-02,Product Help Forum,demo_002,demo://message/120,msg_0000120,thanks for confirming,en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T10:19:56,2026-01-02,Developer Community,demo_001,demo://message/121,msg_0000121,"cool, that makes sense",en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T11:18:07,2026-01-02,Product Help Forum,demo_002,demo://message/122,msg_0000122,appreciate the help,en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T00:53:21,2026-01-02,Product Help Forum,demo_002,demo://message/123,msg_0000123,"thanks, that helped",en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T22:15:20,2026-01-02,Integration Help Desk,demo_004,demo://message/124,msg_0000124,good morning everyone,es,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T22:55:44,2026-01-02,Integration Help Desk,demo_004,demo://message/125,msg_0000125,appreciate the help,es,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T14:33:03,2026-01-02,Integration Help Desk,demo_004,demo://message/126,msg_0000126,appreciate the help,en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T03:52:50,2026-01-02,Developer Community,demo_001,demo://message/127,msg_0000127,great explanation,en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T18:51:29,2026-01-02,Product Help Forum,demo_002,demo://message/128,msg_0000128,thanks for confirming,en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T04:25:06,2026-01-02,Product Help Forum,demo_002,demo://message/129,msg_0000129,thanks for confirming,en,[Non-Response Category: small_talk],small_talk,{}
2026-01-02T19:20:16,2026-01-02,Integration Help Desk,demo_004,demo://message/130,msg_0000130,v2 with bug fixes will be available today,de,[Non-Response Category: statement],statement,{}
2026-01-02T16:06:48,2026-01-02,API Support Chat,demo_003,demo://message/131,msg_0000131,the maintenance window starts at 18:00 UTC,de,[Non-Response Category: statement],statement,{}
2026-01-02T19:56:50,2026-01-02,Integration Help Desk,demo_004,demo://message/132,msg_0000132,the endpoint works locally but fails in production,en,[Non-Response Category: statement],statement,{}
2026-01-02T16:23:11,2026-01-02,Integration Help Desk,demo_004,demo://message/133,msg_0000133,the SDK returns an empty response,en,[Non-Response Category: statement],statement,{}
2026-01-02T18:58:47,2026-01-02,API Support Chat,demo_003,demo://message/134,msg_0000134,the endpoint works locally but fails in production,en,[Non-Response Category: statement],statement,{}
2026-01-02T16:00:54,2026-01-02,API Support Chat,demo_003,demo://message/135,msg_0000135,my dashboard stopped refreshing,en,[Non-Response Category: statement],statement,{}
2026-01-02T09:53:34,2026-01-02,Product Help Forum,demo_002,demo://message/136,msg_0000136,the retry behavior is different now,en,[Non-Response Category: statement],statement,{}
2026-01-02T05:02:16,2026-01-02,Developer Community,demo_001,demo://message/137,msg_0000137,the API response changed today,en,[Non-Response Category: statement],statement,{}
2026-01-02T05:33:48,2026-01-02,Integration Help Desk,demo_004,demo://message/138,msg_0000138,the integration fails after deployment,en,[Non-Response Category: statement],statement,{}
2026-01-02T14:50:24,2026-01-02,Integration Help Desk,demo_004,demo://message/139,msg_0000139,the retry behavior is different now,de,[Non-Response Category: statement],statement,{}
2026-01-02T15:08:16,2026-01-02,Integration Help Desk,demo_004,demo://message/140,msg_0000140,the webhook is still failing after the update,en,[Non-Response Category: statement],statement,{}
2026-01-02T14:10:49,2026-01-02,Integration Help Desk,demo_004,demo://message/141,msg_0000141,the maintenance window starts at 18:00 UTC,en,[Non-Response Category: statement],statement,{}
2026-01-02T17:21:58,2026-01-02,Integration Help Desk,demo_004,demo://message/142,msg_0000142,the webhook is still failing after the update,en,[Non-Response Category: statement],statement,{}
2026-01-02T14:11:56,2026-01-02,API Support Chat,demo_003,demo://message/143,msg_0000143,the bot does not recognize this command,de,[Non-Response Category: statement],statement,{}
2026-01-02T17:46:33,2026-01-02,Product Help Forum,demo_002,demo://message/144,msg_0000144,the integration fails after deployment,en,[Non-Response Category: statement],statement,{}
2026-01-02T17:40:54,2026-01-02,Integration Help Desk,demo_004,demo://message/145,msg_0000145,the webhook is still failing after the update,es,[Non-Response Category: statement],statement,{}
2026-01-02T14:43:14,2026-01-02,API Support Chat,demo_003,demo://message/146,msg_0000146,the API response changed today,es,[Non-Response Category: statement],statement,{}
2026-01-02T22:39:20,2026-01-02,Product Help Forum,demo_002,demo://message/147,msg_0000147,v2 with bug fixes will be available today,en,[Non-Response Category: statement],statement,{}
2026-01-02T21:33:00,2026-01-02,Integration Help Desk,demo_004,demo://message/148,msg_0000148,the maintenance window starts at 18:00 UTC,en,[Non-Response Category: statement],statement,{}
2026-01-02T23:24:06,2026-01-02,Developer Community,demo_001,demo://message/149,msg_0000149,the bot does not recognize this command,en,[Non-Response Category: statement],statement,{}
2026-01-02T06:36:59,2026-01-02,Integration Help Desk,demo_004,demo://message/150,msg_0000150,the webhook is still failing after the update,en,[Non-Response Category: statement],statement,{}
2026-01-02T11:55:06,2026-01-02,Integration Help Desk,demo_004,demo://message/151,msg_0000151,the integration fails after deployment,es,[Non-Response Category: statement],statement,{}
2026-01-02T12:17:16,2026-01-02,API Support Chat,demo_003,demo://message/152,msg_0000152,the bot does not recognize this command,en,[Non-Response Category: statement],statement,{}
2026-01-02T09:11:05,2026-01-02,Integration Help Desk,demo_004,demo://message/153,msg_0000153,my dashboard stopped refreshing,es,[Non-Response Category: statement],statement,{}
2026-01-02T19:38:22,2026-01-02,Developer Community,demo_001,demo://message/154,msg_0000154,it does not work,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T23:40:15,2026-01-02,Product Help Forum,demo_002,demo://message/155,msg_0000155,same issue here,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T09:00:11,2026-01-02,Developer Community,demo_001,demo://message/156,msg_0000156,still broken,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T08:41:06,2026-01-02,Product Help Forum,demo_002,demo://message/157,msg_0000157,can someone help with this,es,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T20:32:00,2026-01-02,Developer Community,demo_001,demo://message/158,msg_0000158,still broken,es,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T13:25:51,2026-01-02,API Support Chat,demo_003,demo://message/159,msg_0000159,can someone help with this,de,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T05:57:45,2026-01-02,Developer Community,demo_001,demo://message/160,msg_0000160,why is this happening,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T11:21:28,2026-01-02,Developer Community,demo_001,demo://message/161,msg_0000161,how do I fix this,es,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T07:13:15,2026-01-02,Integration Help Desk,demo_004,demo://message/162,msg_0000162,same issue here,de,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T03:42:36,2026-01-02,Product Help Forum,demo_002,demo://message/163,msg_0000163,why is this happening,de,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T20:36:17,2026-01-02,Developer Community,demo_001,demo://message/164,msg_0000164,it does not work,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T13:29:31,2026-01-02,Integration Help Desk,demo_004,demo://message/165,msg_0000165,same issue here,de,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T00:27:38,2026-01-02,API Support Chat,demo_003,demo://message/166,msg_0000166,this keeps failing,es,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T15:47:02,2026-01-02,Developer Community,demo_001,demo://message/167,msg_0000167,any update on this,es,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T15:51:20,2026-01-02,Product Help Forum,demo_002,demo://message/168,msg_0000168,can someone help with this,de,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T22:25:28,2026-01-02,API Support Chat,demo_003,demo://message/169,msg_0000169,I am stuck here,es,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T15:51:31,2026-01-02,Integration Help Desk,demo_004,demo://message/170,msg_0000170,how do I fix this,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T08:56:17,2026-01-02,API Support Chat,demo_003,demo://message/171,msg_0000171,same issue here,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T08:52:43,2026-01-02,Integration Help Desk,demo_004,demo://message/172,msg_0000172,not sure what to do next,de,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T12:14:52,2026-01-02,Integration Help Desk,demo_004,demo://message/173,msg_0000173,it does not work,es,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T06:37:14,2026-01-02,API Support Chat,demo_003,demo://message/174,msg_0000174,not sure what to do next,en,[Non-Response Category: unclear_request],unclear_request,{}
2026-01-02T09:24:22,2026-01-02,API Support Chat,demo_003,demo://message/175,msg_0000175,any update on this,en,[Non-Response Category: unclear_request],unclear_request,{}
